ItemName,RateN,Date,Month,Day,Year,AQty,Area,VoucherType,Total
Coconut Oil 1 Ltr,825.4,4/29/2022,4,29,2022,157,Greater Colombo,Credit Sales-Con,129587.8
Coconut Oil 1 Ltr,824.9,4/30/2022,4,30,2022,127,Greater Colombo,Credit Sales-Con,104762.3
Coconut Oil 1 Ltr,824.4,5/1/2022,5,1,2022,95,Greater Colombo,Credit Sales-Con,78318
Coconut Oil 1 Ltr,823.9,5/2/2022,5,2,2022,87,Greater Colombo,Credit Sales-Con,71679.3
Coconut Oil 1 Ltr,823.4,5/3/2022,5,3,2022,110,Greater Colombo,Credit Sales-Con,90574
Coconut Oil 1 Ltr,822.9,5/4/2022,5,4,2022,87,Greater Colombo,Credit Sales-Con,71592.3
Coconut Oil 1 Ltr,822.4,5/5/2022,5,5,2022,52,Greater Colombo,Credit Sales-Con,42764.8
Coconut Oil 1 Ltr,821.9,5/6/2022,5,6,2022,113,Greater Colombo,Credit Sales-Con,92874.7
Coconut Oil 1 Ltr,821.4,5/7/2022,5,7,2022,70,Greater Colombo,Credit Sales-Con,57498
Coconut Oil 1 Ltr,820.9,5/8/2022,5,8,2022,75,Greater Colombo,Credit Sales-Con,61567.5
Coconut Oil 1 Ltr,820.4,5/9/2022,5,9,2022,76,Greater Colombo,Credit Sales-Con,62350.4
Coconut Oil 1 Ltr,819.9,5/10/2022,5,10,2022,115,Greater Colombo,Credit Sales-Con,94288.5
Coconut Oil 1 Ltr,819.4,5/11/2022,5,11,2022,45,Greater Colombo,Credit Sales-Con,36873
Coconut Oil 1 Ltr,818.9,5/12/2022,5,12,2022,151,Greater Colombo,Credit Sales-Con,123653.9
Coconut Oil 1 Ltr,818.4,5/13/2022,5,13,2022,109,Greater Colombo,Credit Sales-Con,89205.6
Coconut Oil 1 Ltr,817.9,5/14/2022,5,14,2022,92,Greater Colombo,Credit Sales-Con,75246.8
Coconut Oil 1 Ltr,817.4,5/15/2022,5,15,2022,87,Greater Colombo,Credit Sales-Con,71113.8
Coconut Oil 1 Ltr,816.9,5/16/2022,5,16,2022,93,Greater Colombo,Credit Sales-Con,75971.7
Coconut Oil 1 Ltr,816.4,5/17/2022,5,17,2022,98,Greater Colombo,Credit Sales-Con,80007.2
Coconut Oil 1 Ltr,815.9,5/18/2022,5,18,2022,101,Greater Colombo,Credit Sales-Con,82405.9
Coconut Oil 1 Ltr,815.4,5/19/2022,5,19,2022,99,Greater Colombo,Credit Sales-Con,80724.6
Coconut Oil 1 Ltr,814.9,5/20/2022,5,20,2022,90,Greater Colombo,Credit Sales-Con,73341
Coconut Oil 1 Ltr,814.4,5/21/2022,5,21,2022,84,Greater Colombo,Credit Sales-Con,68409.6
Coconut Oil 1 Ltr,813.9,5/22/2022,5,22,2022,85,Greater Colombo,Credit Sales-Con,69181.5
Coconut Oil 1 Ltr,813.4,5/23/2022,5,23,2022,84,Greater Colombo,Credit Sales-Con,68325.6
Coconut Oil 1 Ltr,812.9,5/24/2022,5,24,2022,110,Greater Colombo,Credit Sales-Con,89419
Coconut Oil 1 Ltr,812.4,5/25/2022,5,25,2022,100,Greater Colombo,Credit Sales-Con,81240
Coconut Oil 1 Ltr,811.9,5/26/2022,5,26,2022,29,Greater Colombo,Credit Sales-Con,23545.1
Coconut Oil 1 Ltr,811.4,5/27/2022,5,27,2022,101,Greater Colombo,Credit Sales-Con,81951.4
Coconut Oil 1 Ltr,810.9,5/28/2022,5,28,2022,92,Greater Colombo,Credit Sales-Con,74602.8
Coconut Oil 1 Ltr,810.4,5/29/2022,5,29,2022,87,Greater Colombo,Credit Sales-Con,70504.8
Coconut Oil 1 Ltr,809.9,5/30/2022,5,30,2022,80,Greater Colombo,Credit Sales-Con,64792
Coconut Oil 1 Ltr,809.4,5/31/2022,5,31,2022,110,Greater Colombo,Credit Sales-Con,89034
Coconut Oil 1 Ltr,808.9,6/1/2022,6,1,2022,101,Greater Colombo,Credit Sales-Con,81698.9
Coconut Oil 1 Ltr,808.4,6/2/2022,6,2,2022,67,Greater Colombo,Credit Sales-Con,54162.8
Coconut Oil 1 Ltr,807.9,6/3/2022,6,3,2022,90,Greater Colombo,Credit Sales-Con,72711
Coconut Oil 1 Ltr,807.4,6/4/2022,6,4,2022,63,Greater Colombo,Credit Sales-Con,50866.2
Coconut Oil 1 Ltr,806.9,6/5/2022,6,5,2022,54,Greater Colombo,Credit Sales-Con,43572.6
Coconut Oil 1 Ltr,806.4,6/6/2022,6,6,2022,69,Greater Colombo,Credit Sales-Con,55641.6
Coconut Oil 1 Ltr,805.9,6/7/2022,6,7,2022,99,Greater Colombo,Credit Sales-Con,79784.1
Coconut Oil 1 Ltr,805.4,6/8/2022,6,8,2022,101,Greater Colombo,Credit Sales-Con,81345.4
Coconut Oil 1 Ltr,804.9,6/9/2022,6,9,2022,92,Greater Colombo,Credit Sales-Con,74050.8
Coconut Oil 1 Ltr,804.4,6/10/2022,6,10,2022,96,Greater Colombo,Credit Sales-Con,77222.4
Coconut Oil 1 Ltr,803.9,6/11/2022,6,11,2022,92,Greater Colombo,Credit Sales-Con,73958.8
Coconut Oil 1 Ltr,803.4,6/12/2022,6,12,2022,69,Greater Colombo,Credit Sales-Con,55434.6
Coconut Oil 1 Ltr,802.9,6/13/2022,6,13,2022,91,Greater Colombo,Credit Sales-Con,73063.9
Coconut Oil 1 Ltr,802.4,6/14/2022,6,14,2022,98,Greater Colombo,Credit Sales-Con,78635.2
Coconut Oil 1 Ltr,801.9,6/15/2022,6,15,2022,97,Greater Colombo,Credit Sales-Con,77784.3
Coconut Oil 1 Ltr,801.4,6/16/2022,6,16,2022,106,Greater Colombo,Credit Sales-Con,84948.4
Coconut Oil 1 Ltr,800.9,6/17/2022,6,17,2022,96,Greater Colombo,Credit Sales-Con,76886.4
Coconut Oil 1 Ltr,800.4,6/18/2022,6,18,2022,89,Greater Colombo,Credit Sales-Con,71235.6
Coconut Oil 1 Ltr,799.9,6/19/2022,6,19,2022,103,Greater Colombo,Credit Sales-Con,82389.7
Coconut Oil 1 Ltr,799.4,6/20/2022,6,20,2022,81,Greater Colombo,Credit Sales-Con,64751.4
Coconut Oil 1 Ltr,798.9,6/21/2022,6,21,2022,64,Greater Colombo,Credit Sales-Con,51129.6
Coconut Oil 1 Ltr,798.4,6/22/2022,6,22,2022,79,Greater Colombo,Credit Sales-Con,63073.6
Coconut Oil 1 Ltr,797.9,6/23/2022,6,23,2022,67,Greater Colombo,Credit Sales-Con,53459.3
Coconut Oil 1 Ltr,797.4,6/24/2022,6,24,2022,68,Greater Colombo,Credit Sales-Con,54223.2
Coconut Oil 1 Ltr,796.9,6/25/2022,6,25,2022,79,Greater Colombo,Credit Sales-Con,62955.1
Coconut Oil 1 Ltr,796.4,6/26/2022,6,26,2022,66,Greater Colombo,Credit Sales-Con,52562.4
Coconut Oil 1 Ltr,795.9,6/27/2022,6,27,2022,76,Greater Colombo,Credit Sales-Con,60488.4
Coconut Oil 1 Ltr,795.4,6/28/2022,6,28,2022,44,Greater Colombo,Credit Sales-Con,34997.6
Coconut Oil 1 Ltr,794.9,6/29/2022,6,29,2022,86,Greater Colombo,Credit Sales-Con,68361.4
Coconut Oil 1 Ltr,794.4,6/30/2022,6,30,2022,82,Greater Colombo,Credit Sales-Con,65140.8
Coconut Oil 1 Ltr,793.9,7/1/2022,7,1,2022,63,Greater Colombo,Credit Sales-Con,50015.7
Coconut Oil 1 Ltr,793.4,7/2/2022,7,2,2022,92,Greater Colombo,Credit Sales-Con,72992.8
Coconut Oil 1 Ltr,792.9,7/3/2022,7,3,2022,98,Greater Colombo,Credit Sales-Con,77704.2
Coconut Oil 1 Ltr,792.4,7/4/2022,7,4,2022,47,Greater Colombo,Credit Sales-Con,37242.8
Coconut Oil 1 Ltr,791.9,7/5/2022,7,5,2022,64,Greater Colombo,Credit Sales-Con,50681.6
Coconut Oil 1 Ltr,791.4,7/6/2022,7,6,2022,64,Greater Colombo,Credit Sales-Con,50649.6
Coconut Oil 1 Ltr,790.9,7/7/2022,7,7,2022,60,Greater Colombo,Credit Sales-Con,47454
Coconut Oil 1 Ltr,790.4,7/8/2022,7,8,2022,95,Greater Colombo,Credit Sales-Con,75088
Coconut Oil 1 Ltr,789.9,7/9/2022,7,9,2022,75,Greater Colombo,Credit Sales-Con,59242.5
Coconut Oil 1 Ltr,789.4,7/10/2022,7,10,2022,74,Greater Colombo,Credit Sales-Con,58415.6
Coconut Oil 1 Ltr,788.9,7/11/2022,7,11,2022,39,Greater Colombo,Credit Sales-Con,30767.1
Coconut Oil 1 Ltr,788.4,7/12/2022,7,12,2022,92,Greater Colombo,Credit Sales-Con,72532.8
Coconut Oil 1 Ltr,787.9,7/13/2022,7,13,2022,54,Greater Colombo,Credit Sales-Con,42546.6
Coconut Oil 1 Ltr,787.4,7/14/2022,7,14,2022,80,Greater Colombo,Credit Sales-Con,62992
Coconut Oil 1 Ltr,786.9,7/15/2022,7,15,2022,84,Greater Colombo,Credit Sales-Con,66099.6
Coconut Oil 1 Ltr,786.4,7/16/2022,7,16,2022,106,Greater Colombo,Credit Sales-Con,83358.4
Coconut Oil 1 Ltr,785.9,7/17/2022,7,17,2022,53,Greater Colombo,Credit Sales-Con,41652.7
Coconut Oil 1 Ltr,785.4,7/18/2022,7,18,2022,18,Greater Colombo,Credit Sales-Con,14137.2
Coconut Oil 1 Ltr,784.9,7/19/2022,7,19,2022,83,Greater Colombo,Credit Sales-Con,65146.7
Coconut Oil 1 Ltr,784.4,7/20/2022,7,20,2022,115,Greater Colombo,Credit Sales-Con,90206
Coconut Oil 1 Ltr,783.9,7/21/2022,7,21,2022,104,Greater Colombo,Credit Sales-Con,81525.6
Coconut Oil 1 Ltr,783.4,7/22/2022,7,22,2022,83,Greater Colombo,Credit Sales-Con,65022.2
Coconut Oil 1 Ltr,782.9,7/23/2022,7,23,2022,69,Greater Colombo,Credit Sales-Con,54020.1
Coconut Oil 1 Ltr,782.4,7/24/2022,7,24,2022,95,Greater Colombo,Credit Sales-Con,74328
Coconut Oil 1 Ltr,781.9,7/25/2022,7,25,2022,59,Greater Colombo,Credit Sales-Con,46132.1
Coconut Oil 1 Ltr,781.4,7/26/2022,7,26,2022,88,Greater Colombo,Credit Sales-Con,68763.2
Coconut Oil 1 Ltr,780.9,7/27/2022,7,27,2022,89,Greater Colombo,Credit Sales-Con,69500.1
Coconut Oil 1 Ltr,780.4,7/28/2022,7,28,2022,100,Greater Colombo,Credit Sales-Con,78040
Coconut Oil 1 Ltr,779.9,7/29/2022,7,29,2022,134,Greater Colombo,Credit Sales-Con,104506.6
Coconut Oil 1 Ltr,779.4,7/30/2022,7,30,2022,87,Greater Colombo,Credit Sales-Con,67807.8
Coconut Oil 1 Ltr,778.9,7/31/2022,7,31,2022,69,Greater Colombo,Credit Sales-Con,53744.1
Coconut Oil 1 Ltr,778.4,8/1/2022,8,1,2022,64,Greater Colombo,Credit Sales-Con,49817.6
Coconut Oil 1 Ltr,777.9,8/2/2022,8,2,2022,36,Greater Colombo,Credit Sales-Con,28004.4
Coconut Oil 1 Ltr,777.4,8/3/2022,8,3,2022,54,Greater Colombo,Credit Sales-Con,41979.6
Coconut Oil 1 Ltr,776.9,8/4/2022,8,4,2022,58,Greater Colombo,Credit Sales-Con,45060.2
Coconut Oil 1 Ltr,776.4,8/5/2022,8,5,2022,56,Greater Colombo,Credit Sales-Con,43478.4
Coconut Oil 1 Ltr,775.9,8/6/2022,8,6,2022,67,Greater Colombo,Credit Sales-Con,51985.3
Coconut Oil 1 Ltr,775.4,8/7/2022,8,7,2022,51,Greater Colombo,Credit Sales-Con,39545.4
Coconut Oil 1 Ltr,774.9,8/8/2022,8,8,2022,83,Greater Colombo,Credit Sales-Con,64316.7
Coconut Oil 1 Ltr,774.4,8/9/2022,8,9,2022,65,Greater Colombo,Credit Sales-Con,50336
Coconut Oil 1 Ltr,773.9,8/10/2022,8,10,2022,64,Greater Colombo,Credit Sales-Con,49529.6
Coconut Oil 1 Ltr,773.4,8/11/2022,8,11,2022,59,Greater Colombo,Credit Sales-Con,45630.6
Coconut Oil 1 Ltr,772.9,8/12/2022,8,12,2022,67,Greater Colombo,Credit Sales-Con,51784.3
Coconut Oil 1 Ltr,772.4,8/13/2022,8,13,2022,78,Greater Colombo,Credit Sales-Con,60247.2
Coconut Oil 1 Ltr,771.9,8/14/2022,8,14,2022,51,Greater Colombo,Credit Sales-Con,39366.9
Coconut Oil 1 Ltr,771.4,8/15/2022,8,15,2022,54,Greater Colombo,Credit Sales-Con,41655.6
Coconut Oil 1 Ltr,770.9,8/16/2022,8,16,2022,60,Greater Colombo,Credit Sales-Con,46254
Coconut Oil 1 Ltr,770.4,8/17/2022,8,17,2022,43,Greater Colombo,Credit Sales-Con,33127.2
Coconut Oil 1 Ltr,769.9,8/18/2022,8,18,2022,52,Greater Colombo,Credit Sales-Con,40034.8
Coconut Oil 1 Ltr,769.4,8/19/2022,8,19,2022,57,Greater Colombo,Credit Sales-Con,43855.8
Coconut Oil 1 Ltr,768.9,8/20/2022,8,20,2022,79,Greater Colombo,Credit Sales-Con,60743.1
Coconut Oil 1 Ltr,768.4,8/21/2022,8,21,2022,69,Greater Colombo,Credit Sales-Con,53019.6
Coconut Oil 1 Ltr,767.9,8/22/2022,8,22,2022,68,Greater Colombo,Credit Sales-Con,52217.2
Coconut Oil 1 Ltr,767.4,8/23/2022,8,23,2022,78,Greater Colombo,Credit Sales-Con,59857.2
Coconut Oil 1 Ltr,766.9,8/24/2022,8,24,2022,62,Greater Colombo,Credit Sales-Con,47547.8
Coconut Oil 1 Ltr,766.4,8/25/2022,8,25,2022,71,Greater Colombo,Credit Sales-Con,54414.4
Coconut Oil 1 Ltr,765.9,8/26/2022,8,26,2022,63,Greater Colombo,Credit Sales-Con,48251.7
Coconut Oil 1 Ltr,765.4,8/27/2022,8,27,2022,69,Greater Colombo,Credit Sales-Con,52812.6
Coconut Oil 1 Ltr,764.9,8/28/2022,8,28,2022,55,Greater Colombo,Credit Sales-Con,42069.5
Coconut Oil 1 Ltr,764.4,8/29/2022,8,29,2022,26,Greater Colombo,Credit Sales-Con,19874.4
Coconut Oil 1 Ltr,763.9,8/30/2022,8,30,2022,62,Greater Colombo,Credit Sales-Con,47361.8
Coconut Oil 1 Ltr,763.4,8/31/2022,8,31,2022,87,Greater Colombo,Credit Sales-Con,66415.8
Coconut Oil 1 Ltr,762.9,9/1/2022,9,1,2022,107,Greater Colombo,Credit Sales-Con,81630.3
Coconut Oil 1 Ltr,762.4,9/2/2022,9,2,2022,108,Greater Colombo,Credit Sales-Con,82339.2
Coconut Oil 1 Ltr,761.9,9/3/2022,9,3,2022,113,Greater Colombo,Credit Sales-Con,86094.7
Coconut Oil 1 Ltr,761.4,9/4/2022,9,4,2022,90,Greater Colombo,Credit Sales-Con,68526
Coconut Oil 1 Ltr,760.9,9/5/2022,9,5,2022,92,Greater Colombo,Credit Sales-Con,70002.8
Coconut Oil 1 Ltr,760.4,9/6/2022,9,6,2022,76,Greater Colombo,Credit Sales-Con,57790.4
Coconut Oil 1 Ltr,759.9,9/7/2022,9,7,2022,82,Greater Colombo,Credit Sales-Con,62311.8
Coconut Oil 1 Ltr,759.4,9/8/2022,9,8,2022,101,Greater Colombo,Credit Sales-Con,76699.4
Coconut Oil 1 Ltr,758.9,9/9/2022,9,9,2022,112,Greater Colombo,Credit Sales-Con,84996.8
Coconut Oil 1 Ltr,758.4,9/10/2022,9,10,2022,86,Greater Colombo,Credit Sales-Con,65222.4
Coconut Oil 1 Ltr,757.9,9/11/2022,9,11,2022,79,Greater Colombo,Credit Sales-Con,59874.1
Coconut Oil 1 Ltr,757.4,9/12/2022,9,12,2022,88,Greater Colombo,Credit Sales-Con,66651.2
Coconut Oil 1 Ltr,756.9,9/13/2022,9,13,2022,100,Greater Colombo,Credit Sales-Con,75690
Coconut Oil 1 Ltr,756.4,9/14/2022,9,14,2022,59,Greater Colombo,Credit Sales-Con,44627.6
Coconut Oil 1 Ltr,755.9,9/15/2022,9,15,2022,42,Greater Colombo,Credit Sales-Con,31747.8
Coconut Oil 1 Ltr,755.4,9/16/2022,9,16,2022,77,Greater Colombo,Credit Sales-Con,58165.8
Coconut Oil 1 Ltr,754.9,9/17/2022,9,17,2022,64,Greater Colombo,Credit Sales-Con,48313.6
Coconut Oil 1 Ltr,754.4,9/18/2022,9,18,2022,78,Greater Colombo,Credit Sales-Con,58843.2
Coconut Oil 1 Ltr,753.9,9/19/2022,9,19,2022,85,Greater Colombo,Credit Sales-Con,64081.5
Coconut Oil 1 Ltr,753.4,9/20/2022,9,20,2022,79,Greater Colombo,Credit Sales-Con,59518.6
Coconut Oil 1 Ltr,752.9,9/21/2022,9,21,2022,117,Greater Colombo,Credit Sales-Con,88089.3
Coconut Oil 1 Ltr,752.4,9/22/2022,9,22,2022,95,Greater Colombo,Credit Sales-Con,71478
Coconut Oil 1 Ltr,751.9,9/23/2022,9,23,2022,94,Greater Colombo,Credit Sales-Con,70678.6
Coconut Oil 1 Ltr,751.4,9/24/2022,9,24,2022,101,Greater Colombo,Credit Sales-Con,75891.4
Coconut Oil 1 Ltr,750.9,9/25/2022,9,25,2022,66,Greater Colombo,Credit Sales-Con,49559.4
Coconut Oil 1 Ltr,750.4,9/26/2022,9,26,2022,109,Greater Colombo,Credit Sales-Con,81793.6
Coconut Oil 1 Ltr,749.9,9/27/2022,9,27,2022,87,Greater Colombo,Credit Sales-Con,65241.3
Coconut Oil 1 Ltr,749.4,9/28/2022,9,28,2022,102,Greater Colombo,Credit Sales-Con,76438.8
Coconut Oil 1 Ltr,748.9,9/29/2022,9,29,2022,67,Greater Colombo,Credit Sales-Con,50176.3
Coconut Oil 1 Ltr,748.4,9/30/2022,9,30,2022,57,Greater Colombo,Credit Sales-Con,42658.8
Coconut Oil 1 Ltr,747.9,10/1/2022,10,1,2022,109,Greater Colombo,Credit Sales-Con,81521.1
Coconut Oil 1 Ltr,747.4,10/2/2022,10,2,2022,100,Greater Colombo,Credit Sales-Con,74740
Coconut Oil 1 Ltr,746.9,10/3/2022,10,3,2022,74,Greater Colombo,Credit Sales-Con,55270.6
Coconut Oil 1 Ltr,746.4,10/4/2022,10,4,2022,75,Greater Colombo,Credit Sales-Con,55980
Coconut Oil 1 Ltr,745.9,10/5/2022,10,5,2022,115,Greater Colombo,Credit Sales-Con,85778.5
Coconut Oil 1 Ltr,745.4,10/6/2022,10,6,2022,68,Greater Colombo,Credit Sales-Con,50687.2
Coconut Oil 1 Ltr,744.9,10/7/2022,10,7,2022,125,Greater Colombo,Credit Sales-Con,93112.5
Coconut Oil 1 Ltr,744.4,10/8/2022,10,8,2022,74,Greater Colombo,Credit Sales-Con,55085.6
Coconut Oil 1 Ltr,743.9,10/9/2022,10,9,2022,105,Greater Colombo,Credit Sales-Con,78109.5
Coconut Oil 1 Ltr,743.4,10/10/2022,10,10,2022,86,Greater Colombo,Credit Sales-Con,63932.4
Coconut Oil 1 Ltr,742.9,10/11/2022,10,11,2022,104,Greater Colombo,Credit Sales-Con,77261.6
Coconut Oil 1 Ltr,742.4,10/12/2022,10,12,2022,81,Greater Colombo,Credit Sales-Con,60134.4
Coconut Oil 1 Ltr,741.9,10/13/2022,10,13,2022,89,Greater Colombo,Credit Sales-Con,66029.1
Coconut Oil 1 Ltr,741.4,10/14/2022,10,14,2022,93,Greater Colombo,Credit Sales-Con,68950.2
Coconut Oil 1 Ltr,740.9,10/15/2022,10,15,2022,72,Greater Colombo,Credit Sales-Con,53344.8
Coconut Oil 1 Ltr,740.4,10/16/2022,10,16,2022,107,Greater Colombo,Credit Sales-Con,79222.8
Coconut Oil 1 Ltr,739.9,10/17/2022,10,17,2022,82,Greater Colombo,Credit Sales-Con,60671.8
Coconut Oil 1 Ltr,739.4,10/18/2022,10,18,2022,88,Greater Colombo,Credit Sales-Con,65067.2
Coconut Oil 1 Ltr,738.9,10/19/2022,10,19,2022,72,Greater Colombo,Credit Sales-Con,53200.8
Coconut Oil 1 Ltr,738.4,10/20/2022,10,20,2022,41,Greater Colombo,Credit Sales-Con,30274.4
Coconut Oil 1 Ltr,737.9,10/21/2022,10,21,2022,88,Greater Colombo,Credit Sales-Con,64935.2
Coconut Oil 1 Ltr,737.4,10/22/2022,10,22,2022,141,Greater Colombo,Credit Sales-Con,103973.4
Coconut Oil 1 Ltr,736.9,10/23/2022,10,23,2022,108,Greater Colombo,Credit Sales-Con,79585.2
Coconut Oil 1 Ltr,736.4,10/24/2022,10,24,2022,92,Greater Colombo,Credit Sales-Con,67748.8
Coconut Oil 1 Ltr,735.9,10/25/2022,10,25,2022,87,Greater Colombo,Credit Sales-Con,64023.3
Coconut Oil 1 Ltr,735.4,10/26/2022,10,26,2022,93,Greater Colombo,Credit Sales-Con,68392.2
Coconut Oil 1 Ltr,734.9,10/27/2022,10,27,2022,103,Greater Colombo,Credit Sales-Con,75694.7
Coconut Oil 1 Ltr,734.4,10/28/2022,10,28,2022,69,Greater Colombo,Credit Sales-Con,50673.6
Coconut Oil 1 Ltr,733.9,10/29/2022,10,29,2022,115,Greater Colombo,Credit Sales-Con,84398.5
Coconut Oil 1 Ltr,733.4,10/30/2022,10,30,2022,107,Greater Colombo,Credit Sales-Con,78473.8
Coconut Oil 1 Ltr,732.9,10/31/2022,10,31,2022,107,Greater Colombo,Credit Sales-Con,78420.3
Coconut Oil 1 Ltr,732.4,11/1/2022,11,1,2022,115,Greater Colombo,Credit Sales-Con,84226
Coconut Oil 1 Ltr,731.9,11/2/2022,11,2,2022,107,Greater Colombo,Credit Sales-Con,78313.3
Coconut Oil 1 Ltr,731.4,11/3/2022,11,3,2022,120,Greater Colombo,Credit Sales-Con,87768
Coconut Oil 1 Ltr,730.9,11/4/2022,11,4,2022,118,Greater Colombo,Credit Sales-Con,86246.2
Coconut Oil 1 Ltr,730.4,11/5/2022,11,5,2022,99,Greater Colombo,Credit Sales-Con,72309.6
Coconut Oil 1 Ltr,729.9,11/6/2022,11,6,2022,95,Greater Colombo,Credit Sales-Con,69340.5
Coconut Oil 1 Ltr,729.4,11/7/2022,11,7,2022,109,Greater Colombo,Credit Sales-Con,79504.6
Coconut Oil 1 Ltr,728.9,11/8/2022,11,8,2022,137,Greater Colombo,Credit Sales-Con,99859.3
Coconut Oil 1 Ltr,728.4,11/9/2022,11,9,2022,82,Greater Colombo,Credit Sales-Con,59728.8
Coconut Oil 1 Ltr,727.9,11/10/2022,11,10,2022,77,Greater Colombo,Credit Sales-Con,56048.3
Coconut Oil 1 Ltr,727.4,11/11/2022,11,11,2022,110,Greater Colombo,Credit Sales-Con,80014
Coconut Oil 1 Ltr,726.9,11/12/2022,11,12,2022,108,Greater Colombo,Credit Sales-Con,78505.2
Coconut Oil 1 Ltr,726.4,11/13/2022,11,13,2022,110,Greater Colombo,Credit Sales-Con,79904
Coconut Oil 1 Ltr,725.9,11/14/2022,11,14,2022,111,Greater Colombo,Credit Sales-Con,80574.9
Coconut Oil 1 Ltr,725.4,11/15/2022,11,15,2022,102,Greater Colombo,Credit Sales-Con,73990.8
Coconut Oil 1 Ltr,724.9,11/16/2022,11,16,2022,136,Greater Colombo,Credit Sales-Con,98586.4
Coconut Oil 1 Ltr,724.4,11/17/2022,11,17,2022,74,Greater Colombo,Credit Sales-Con,53605.6
Coconut Oil 1 Ltr,723.9,11/18/2022,11,18,2022,90,Greater Colombo,Credit Sales-Con,65151
Coconut Oil 1 Ltr,723.4,11/19/2022,11,19,2022,104,Greater Colombo,Credit Sales-Con,75233.6
Coconut Oil 1 Ltr,722.9,11/20/2022,11,20,2022,74,Greater Colombo,Credit Sales-Con,53494.6
Coconut Oil 1 Ltr,722.4,11/21/2022,11,21,2022,103,Greater Colombo,Credit Sales-Con,74407.2
Coconut Oil 1 Ltr,721.9,11/22/2022,11,22,2022,140,Greater Colombo,Credit Sales-Con,101066
Coconut Oil 1 Ltr,721.4,11/23/2022,11,23,2022,107,Greater Colombo,Credit Sales-Con,77189.8
Coconut Oil 1 Ltr,720.9,11/24/2022,11,24,2022,111,Greater Colombo,Credit Sales-Con,80019.9
Coconut Oil 1 Ltr,720.4,11/25/2022,11,25,2022,81,Greater Colombo,Credit Sales-Con,58352.4
Coconut Oil 1 Ltr,719.9,11/26/2022,11,26,2022,94,Greater Colombo,Credit Sales-Con,67670.6
Coconut Oil 1 Ltr,719.4,11/27/2022,11,27,2022,99,Greater Colombo,Credit Sales-Con,71220.6
Coconut Oil 1 Ltr,718.9,11/28/2022,11,28,2022,100,Greater Colombo,Credit Sales-Con,71890
Coconut Oil 1 Ltr,718.4,11/29/2022,11,29,2022,132,Greater Colombo,Credit Sales-Con,94828.8
Coconut Oil 1 Ltr,717.9,11/30/2022,11,30,2022,118,Greater Colombo,Credit Sales-Con,84712.2
Coconut Oil 1 Ltr,717.4,12/1/2022,12,1,2022,130,Greater Colombo,Credit Sales-Con,93262
Coconut Oil 1 Ltr,716.9,12/2/2022,12,2,2022,171,Greater Colombo,Credit Sales-Con,122589.9
Coconut Oil 1 Ltr,716.4,12/3/2022,12,3,2022,178,Greater Colombo,Credit Sales-Con,127519.2
Coconut Oil 1 Ltr,715.9,12/4/2022,12,4,2022,198,Greater Colombo,Credit Sales-Con,141748.2
Coconut Oil 1 Ltr,715.4,12/5/2022,12,5,2022,200,Greater Colombo,Credit Sales-Con,143080
Coconut Oil 1 Ltr,714.9,12/6/2022,12,6,2022,133,Greater Colombo,Credit Sales-Con,95081.7
Coconut Oil 1 Ltr,714.4,12/7/2022,12,7,2022,139,Greater Colombo,Credit Sales-Con,99301.6
Coconut Oil 1 Ltr,713.9,12/8/2022,12,8,2022,126,Greater Colombo,Credit Sales-Con,89951.4
Coconut Oil 1 Ltr,713.4,12/9/2022,12,9,2022,156,Greater Colombo,Credit Sales-Con,111290.4
Coconut Oil 1 Ltr,712.9,12/10/2022,12,10,2022,177,Greater Colombo,Credit Sales-Con,126183.3
Coconut Oil 1 Ltr,712.4,12/11/2022,12,11,2022,193,Greater Colombo,Credit Sales-Con,137493.2
Coconut Oil 1 Ltr,711.9,12/12/2022,12,12,2022,161,Greater Colombo,Credit Sales-Con,114615.9
Coconut Oil 1 Ltr,711.4,12/13/2022,12,13,2022,154,Greater Colombo,Credit Sales-Con,109555.6
Coconut Oil 1 Ltr,710.9,12/14/2022,12,14,2022,168,Greater Colombo,Credit Sales-Con,119431.2
Coconut Oil 1 Ltr,710.4,12/15/2022,12,15,2022,138,Greater Colombo,Credit Sales-Con,98035.2
Coconut Oil 1 Ltr,709.9,12/16/2022,12,16,2022,200,Greater Colombo,Credit Sales-Con,141980
Coconut Oil 1 Ltr,709.4,12/17/2022,12,17,2022,115,Greater Colombo,Credit Sales-Con,81581
Coconut Oil 1 Ltr,708.9,12/18/2022,12,18,2022,169,Greater Colombo,Credit Sales-Con,119804.1
Coconut Oil 1 Ltr,708.4,12/19/2022,12,19,2022,200,Greater Colombo,Credit Sales-Con,141680
Coconut Oil 1 Ltr,707.9,12/20/2022,12,20,2022,164,Greater Colombo,Credit Sales-Con,116095.6
Coconut Oil 1 Ltr,707.4,12/21/2022,12,21,2022,158,Greater Colombo,Credit Sales-Con,111769.2
Coconut Oil 1 Ltr,706.9,12/22/2022,12,22,2022,153,Greater Colombo,Credit Sales-Con,108155.7
Coconut Oil 1 Ltr,706.4,12/23/2022,12,23,2022,158,Greater Colombo,Credit Sales-Con,111611.2
Coconut Oil 1 Ltr,705.9,12/24/2022,12,24,2022,200,Greater Colombo,Credit Sales-Con,141180
Coconut Oil 1 Ltr,705.4,12/25/2022,12,25,2022,97,Greater Colombo,Credit Sales-Con,68423.8
Coconut Oil 1 Ltr,704.9,12/26/2022,12,26,2022,200,Greater Colombo,Credit Sales-Con,140980
